package,variety_a,variety_b,variety_c,district,village,planting_date,lon,lat,characteristic,best,worst,overall_vs_local,var_a,var_b,var_c,yield,best_yield,worst_yield,project,season,year,crop,country,variety_d,rank_variety_a,rank_variety_b,rank_variety_c,rank_variety_d,GDD,GDD_veg,GDD_flo,GDD_gra,maxDT_VEG,minDT_VEG,maxNT_VEG,minNT_VEG,SU_VEG,TR_VEG,DTR_VEG,maxDTR_VEG,sdDTR_VEG,MLDS_VEG,MLWS_VEG,R5mm_VEG,R10mm_VEG,R20mm_VEG,SDII_VEG,Rx1day_VEG,Rx5day_VEG,Rtotal_VEG,maxDT_FLO,minDT_FLO,maxNT_FLO,minNT_FLO,SU_FLO,TR_FLO,DTR_FLO,maxDTR_FLO,sdDTR_FLO,MLDS_FLO,MLWS_FLO,R5mm_FLO,R10mm_FLO,R20mm_FLO,SDII_FLO,Rx1day_FLO,Rx5day_FLO,Rtotal_FLO,maxDT_GRA,minDT_GRA,maxNT_GRA,minNT_GRA,SU_GRA,TR_GRA,DTR_GRA,maxDTR_GRA,sdDTR_GRA,MLDS_GRA,MLWS_GRA,R5mm_GRA,R10mm_GRA,R20mm_GRA,SDII_GRA,Rx1day_GRA,Rx5day_GRA,Rtotal_GRA,maxDT_FLO_acc,minDT_FLO_acc,maxNT_FLO_acc,minNT_FLO_acc,SU_FLO_acc,TR_FLO_acc,DTR_FLO_acc,maxDTR_FLO_acc,sdDTR_FLO_acc,MLDS_FLO_acc,MLWS_FLO_acc,R5mm_FLO_acc,R10mm_FLO_acc,R20mm_FLO_acc,SDII_FLO_acc,Rx1day_FLO_acc,Rx5day_FLO_acc,Rtotal_FLO_acc,maxDT_GRA_acc,minDT_GRA_acc,maxNT_GRA_acc,minNT_GRA_acc,SU_GRA_acc,TR_GRA_acc,DTR_GRA_acc,maxDTR_GRA_acc,sdDTR_GRA_acc,MLDS_GRA_acc,MLWS_GRA_acc,R5mm_GRA_acc,R10mm_GRA_acc,R20mm_GRA_acc,SDII_GRA_acc,Rx1day_GRA_acc,Rx5day_GRA_acc,Rtotal_GRA_acc,soil,xy,yx,planting_day
paquete_nic_apante_2016_2_139,SJC 730-79,INTA Ferroso,BRT 103-182,Matiguas,El Guabo,17167,-85.4445368,12.827336,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),NA,Better,NA,Yield-(A/B/C),B,C,nic_apante_2016_2,Ap16,2017,commonbean,NIC,NA,NA,NA,NA,NA,63,21,25,19,28.29919060052221,27.851734427452463,18.946150690041076,18.831566579634504,0,0,9.104173038667147,9.361622528907127,0.14496786009367385,3,3,6,1,1,3.846780872344971,21.522804260253906,38.06803321838379,96.16952180862427,31.973864229765027,28.369686684073145,19.00883252517722,18.87596792241701,14,0,11.07021673682522,13.0777545691906,1.133727687070357,11,2,3,1,0,1.2651323367809426,12.518434524536133,21.89002227783203,36.68883776664734,35.40969414397603,32.31627377844082,19.081503170458824,18.916251398731838,21,0,14.944903998152729,16.32819097351721,0.9175818924125823,13,1,1,0,0,0.3130891227722168,7.82722806930542,7.82722806930542,7.82722806930542,31.973864229765027,27.851734427452463,19.00883252517722,18.831566579634504,14,0,10.148122708367016,13.0777545691906,1.2840298716240426,11,3,9,2,1,2.4603399921346596,21.522804260253906,38.06803321838379,132.8583595752716,35.40969414397603,27.851734427452463,19.081503170458824,18.831566579634504,36,0,11.532431679721453,16.32819097351721,2.470348592755419,13,3,11,2,1,1.9654869625442906,21.522804260253906,38.06803321838379,149.3770091533661,Eutric Regosols,-72.61720079999999,-98.2718728,1
paquete_nic_apante_2016_2_140,INTA Sequia Fuerte,INTA Rojo,INTA Matagalpa,Matiguas,El Guabo,17163,-85.4447918,12.8272675,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),NA,Better,NA,Yield-(A/B/C),B,C,nic_apante_2016_2,Ap16,2016,commonbean,NIC,NA,NA,NA,NA,NA,64,21,25,19,28.158198433420367,27.851734427452463,18.946150690041076,18.831566579634504,0,0,9.06117322516472,9.270984707198807,0.10376887363453412,7,3,6,1,0,2.9858687019348142,15.3109769821167,36.3768048286438,74.64671754837036,31.32447967176428,28.228694516971302,19.00883252517722,18.894804177545705,10,0,10.572287525976396,12.429675494218575,0.9999575068898833,11,2,3,1,0,1.2651323367809426,12.518434524536133,21.89002227783203,36.68883776664734,34.87785527788132,31.631454681089085,19.05369265199556,18.87596792241701,21,0,14.345744480559796,15.824162625885755,0.9691779699711968,9,1,2,0,0,0.6607459831237793,8.6914215087890625,8.6914215087890625,16.518649578094482,31.32447967176428,27.851734427452463,19.00883252517722,18.831566579634504,10,0,9.863884005545628,12.429675494218575,1.047765094812348,11,3,9,2,1,2.4603399921346596,21.522804260253906,38.06803321838379,132.8583595752716,34.87785527788132,27.851734427452463,19.05369265199556,18.831566579634504,32,0,11.15519751336562,15.824162625885755,2.266348810956908,11,3,11,2,1,1.9654869625442906,21.522804260253906,38.06803321838379,149.3770091533661,Eutric Regosols,-72.6175243,-98.27205930000001,363
paquete_nic_apante_2016_2_140,INTA Sequia Fuerte,INTA Rojo,INTA Matagalpa,El tuma la Dalia,Wasaka,17162,-85.7351354,13.1394295,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Better,Better,Better,Yield-(A/B/C),B,A,nic_apante_2016_2,Ap16,2016,commonbean,NIC,NA,NA,NA,NA,NA,75,25,29,22,27.01127564341663,26.174140246176822,16.142842223051122,15.830925027974676,0,0,10.549339176924022,11.180350615441956,0.34481568580056865,8,2,3,3,0,2.3875113487243653,13.381670951843262,28.885276317596436,59.68778371810913,28.81665423349497,27.127090637821684,15.987582991421124,15.835960462514022,0,0,12.081232216124038,12.838776575904502,0.4823921119978215,11,2,3,1,0,1.5100307957879429,13.386482238769531,23.382885932922363,43.79089307785034,31.896572174561733,28.927433793360716,16.14292801193587,15.917101827676257,15,0,14.61907887959357,15.949257739649374,1.0213959664645107,16,1,0,0,0,0.18388914108276366,4.597228527069092,4.597228527069092,4.597228527069092,28.81665423349497,26.174140246176822,16.142842223051122,15.830925027974676,0,0,11.37159212628348,12.838776575904502,0.8700459310902833,11,2,6,4,0,1.916271792517768,13.386482238769531,30.807318687438965,103.47867679595947,31.896572174561733,26.174140246176822,16.14292801193587,15.830925027974676,15,0,12.301122267810499,15.949257739649374,1.721087327299765,16,2,6,4,0,1.4813479938005145,13.386482238769531,30.807318687438965,112.58244752883911,Humic Nitisols,-72.5957059,-98.87456490000001,362
paquete_nic_apante_2016_2_143,INTA Centro Sur,INTA Precoz,SJC 730-79,Matiguas,Muy Muy Viejo,17161,-85.4446953,12.8273046,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),NA,NA,Better,Yield-(A/B/C),C,A,nic_apante_2016_2,Ap16,2016,commonbean,NIC,NA,NA,NA,NA,NA,64,21,25,19,28.089295039164504,27.851734427452463,18.946150690041076,18.831566579634504,0,0,9.054150192714141,9.222480417754575,0.09187419858192723,8,3,6,1,1,4.261096134185791,31.880685806274414,36.3768048286438,106.52740335464478,31.032424468481853,28.158198433420367,19.00883252517722,18.88721372622156,8,0,10.353320722544845,12.102372249160673,0.9162097753507635,11,2,2,1,1,1.813125963868766,21.522804260253906,21.89002227783203,52.580652952194214,34.61097724729579,31.32447967176428,19.04362178291686,18.87596792241701,21,0,14.036367382462078,15.567355464378934,0.9876777871501861,7,1,3,0,0,0.8859855461120606,8.6914215087890625,8.6914215087890625,22.149638652801514,31.032424468481853,27.851734427452463,19.00883252517722,18.831566579634504,8,0,9.74416811524843,12.102372249160673,0.9294514139568777,11,3,8,2,2,2.946445487163685,31.880685806274414,38.06803321838379,159.108056306839,34.61097724729579,27.851734427452463,19.04362178291686,18.831566579634504,30,0,10.979608653487468,15.567355464378934,2.1535659534154608,11,3,11,2,2,2.3849696705215857,31.880685806274414,38.06803321838379,181.2576949596405,Eutric Regosols,-72.6173907,-98.27199990000001,361
paquete_nic_apante_2016_2_143,INTA Centro Sur,INTA Precoz,SJC 730-79,Matiguas,Pancasan,17169,-85.47637939367813,12.819221782083334,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,nic_apante_2016_2,Ap16,2017,commonbean,NIC,NA,NA,NA,NA,NA,61,21,23,18,29.780980977247296,28.60154792987694,18.798079074972062,18.313133159268933,0,0,10.750635956732555,11.018149944050709,0.2613974077239887,5,3,5,2,1,3.399805335998535,20.236677169799805,36.03386163711548,84.99513339996338,33.886590824319214,29.98563968668401,18.868974263334582,18.811309212980238,27,0,12.960223264240371,15.06284222305101,1.1418380479706862,11,1,3,1,0,1.1072101593017578,11.902825355529785,11.902825355529785,32.10909461975098,36.67857888847446,34.294461022006736,19.004763148079107,18.7935359940321,21,0,16.696369158629476,17.673815740395355,0.6692125785565529,15,1,1,0,0,0.2940119934082031,7.350299835205078,7.350299835205078,7.350299835205078,33.886590824319214,28.60154792987694,18.868974263334582,18.313133159268933,27,0,11.923299106922899,15.06284222305101,1.3914249070541034,11,3,9,3,1,2.330228293383563,20.236677169799805,36.03386163711548,125.8323278427124,36.67857888847446,28.60154792987694,19.004763148079107,18.313133159268933,49,0,13.30447270918808,17.673815740395355,2.483000593839303,15,3,10,3,1,1.7524029957620721,20.236677169799805,36.03386163711548,133.18262767791748,Eutric Regosols,-72.6571576115948,-98.29560117576146,3
paquete_nic_apante_2016_2_144,INTA Precoz,INTA Matagalpa,INTA Rojo,Matiguas,Muy Muy Viejo,17173,-85.4447918,12.8272675,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),NA,Better,NA,Yield-(A/B/C),B,A,nic_apante_2016_2,Ap16,2017,commonbean,NIC,NA,NA,NA,NA,NA,62,21,24,18,28.78651622528908,27.851734427452463,18.978619917941085,18.831566579634504,0,0,9.256126445356195,9.807896307347995,0.22431866113190377,5,3,7,2,1,4.109942684173584,21.522804260253906,38.06803321838379,102.7485671043396,33.00109287579255,29.01814621409916,19.00883252517722,18.87596792241701,20,0,11.926302552352466,14.044558000745887,1.246583411386558,9,2,3,0,0,0.8100081723311852,8.6914215087890625,9.167826414108276,23.49023699760437,36.195221932114855,33.3435024244685,19.17214099216715,18.976676613204067,21,0,15.782242944174996,17.023080939947704,0.8144133308556923,15,1,1,0,0,0.4701035976409912,7.82722806930542,7.82722806930542,11.75258994102478,33.00109287579255,27.851734427452463,19.00883252517722,18.831566579634504,20,0,10.679333957337755,14.044558000745887,1.6162625213568205,11,3,10,2,1,2.337755631517481,21.522804260253906,38.06803321838379,126.23880410194397,36.195221932114855,27.851734427452463,19.17214099216715,18.831566579634504,42,0,12.155166579634416,17.023080939947704,2.7138721609285508,15,3,11,2,1,1.8156762374074835,21.522804260253906,38.06803321838379,137.99139404296875,Eutric Regosols,-72.6175243,-98.27205930000001,7
paquete_nic_apante_2016_2_145,SJC 730-79,ALS 0532-6,INTA Centro Sur,El Tuma La Dalia,Wasaka,17159,-85.7351355,13.1394293,Overall_performance-(A/B/C),A,B,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,B,nic_apante_2016_2,Ap16,2016,commonbean,NIC,NA,NA,NA,NA,NA,75,25,29,22,26.87069377098098,26.10464378963076,16.165501678478197,15.88302499067516,0,0,10.414350211363919,10.987668780305821,0.3030983021888213,8,2,2,2,0,2.3762697792053222,17.13979721069336,28.885276317596436,59.40674448013306,28.650484893696426,26.961331592689305,15.987582991421124,15.830925027974676,0,0,11.908711301753064,12.687713539723994,0.48676105213427584,11,2,4,1,0,1.737526219466637,13.386482238769531,23.382885932922363,50.38826036453247,31.745509138381202,28.761264453562124,16.14292801193587,15.917101827676257,12,0,14.180479209960703,15.828407310704945,1.0330536169483358,13,1,0,0,0,0.36415082931518555,4.597228527069092,4.597228527069092,9.103770732879639,28.650484893696426,26.10464378963076,16.165501678478197,15.830925027974676,0,0,11.215876433040323,12.687713539723994,0.848029070181156,11,2,6,4,0,2.233675444567645,17.13979721069336,30.807318687438965,120.61847400665283,31.745509138381202,26.10464378963076,16.165501678478197,15.830925027974676,12,0,12.066261096605725,15.828407310704945,1.608200020121957,13,2,6,4,0,1.7068716413096379,17.13979721069336,30.807318687438965,129.72224473953247,Humic Nitisols,-72.5957062,-98.8745648,359
paquete_nic_apante_2016_2_145,SJC 730-79,ALS 0532-6,INTA Centro Sur,Matiguas,El Guabo,17158,-85.51973034381551,12.81907170090909,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,NA,NA,Yield-(A/B/C),A,C,nic_apante_2016_2,Ap16,2016,commonbean,NIC,NA,NA,NA,NA,NA,66,22,25,20,29.263062290190252,27.928933233867983,18.049507646400652,17.067187616561004,0,0,11.127099651871152,12.195874673629248,0.7353184378579899,8,2,3,2,0,2.57478551864624,17.501474380493164,33.6118540763855,64.369637966156,31.765378590078317,29.3990190227527,17.487665050354355,16.953890339425595,18,0,13.04507180156657,14.314058187243525,0.5923692215981538,11,2,4,1,0,2.0742323316376785,19.55777931213379,35.582308769226074,60.152737617492676,34.566948899664254,31.941618798955638,17.400966057441273,17.04143603133161,21,0,15.974566526349404,17.402144722118553,0.9335652944270894,7,1,3,0,0,0.8174491500854493,8.352967262268066,8.352967262268066,20.43622875213623,31.765378590078317,27.928933233867983,18.049507646400652,16.953890339425595,18,0,12.162528695994853,14.314058187243525,1.1558301161863496,11,3,8,3,0,2.4155149813051575,19.55777931213379,35.582308769226074,130.43780899047852,34.566948899664254,27.928933233867983,18.049507646400652,16.953890339425595,40,0,13.260096978739249,17.402144722118553,2.036307082500053,11,3,11,3,0,1.9851847071396678,19.55777931213379,35.582308769226074,150.87403774261475,Haplic Phaeozems,-72.70065864290642,-98.3388020447246,358
paquete_nic_apante_2016_2_147,INTA Matagalpa,PM2 Don Rey,ALS 0532-6,Matiguas,Pancasan,17157,-85.47637939367813,12.819221782083334,Overall_performance-(A/B/C),A,B,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,nic_apante_2016_2,Ap16,2016,commonbean,NIC,NA,NA,NA,NA,NA,63,21,24,19,29.141738157403992,28.321152555016816,18.348716896680365,18.172017903767273,0,0,10.413223299763782,10.798392390898936,0.17812005002026202,8,2,2,2,0,2.4478694152832032,18.214149475097656,28.575912475585938,61.19673538208008,31.998862364789208,29.25755315180903,18.85135024244687,18.363487504662466,15,0,11.643498694516927,13.147512122342338,0.7467400599574626,11,3,5,1,1,2.381422075732001,20.236677169799805,36.03386163711548,69.06124019622803,35.37352107422604,32.255669526296174,18.873700111898582,18.7935359940321,21,0,15.007426333457628,16.49982096232746,1.0519325992002466,7,1,3,0,0,0.8455520629882812,7.350299835205078,7.350299835205078,21.13880157470703,31.998862364789208,28.321152555016816,18.85135024244687,18.172017903767273,15,0,11.0713500313175,13.147512122342338,0.825054867725823,11,3,7,3,1,2.4121847329316317,20.236677169799805,36.03386163711548,130.2579755783081,35.37352107422604,28.321152555016816,18.873700111898582,18.172017903767273,37,0,12.202812035310183,16.49982096232746,1.985449185552073,11,3,10,3,1,1.9920628572765149,20.236677169799805,36.03386163711548,151.39677715301514,Eutric Regosols,-72.6571576115948,-98.29560117576146,357
paquete_nic_apante_2016_2_147,INTA Matagalpa,PM2 Don Rey,ALS 0532-6,Matiguas,Muy Muy Viejo,17156,-85.9309387207031,12.827285227272727,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),NA,Better,NA,Yield-(A/B/C),B,A,nic_apante_2016_2,Ap16,2016,commonbean,NIC,NA,NA,NA,NA,NA,79,26,31,23,25.11219321148823,24.28733681462138,16.60750093248789,16.304181275643426,0,0,8.216704587840345,8.808011935844803,0.29211317446896556,14,1,2,0,0,0.5931622314453125,7.465322017669678,7.465322017669678,14.829055786132813,27.08096605744128,25.21793733681463,16.578325251771755,16.252901902275326,0,0,9.584414131187696,10.502640805669525,0.4798144603040421,13,1,2,1,0,0.7716447238264412,10.047082901000977,16.858675956726074,22.377696990966797,29.000223797090655,27.22283103319657,16.886889220440164,16.617075718015684,0,0,11.35698389016177,12.113334576650491,0.5537100284869602,7,1,0,0,0,0.5353865623474121,4.65398645401001,4.65398645401001,13.384664058685303,27.08096605744128,24.28733681462138,16.60750093248789,16.252901902275326,0,0,8.951469952777387,10.502640805669525,0.7888742822819984,14,1,4,1,0,0.6890139403166594,10.047082901000977,16.858675956726074,37.20675277709961,29.000223797090655,24.28733681462138,16.886889220440164,16.252901902275326,0,0,9.646500310829268,12.113334576650491,1.306821797307928,19,1,4,1,0,0.6656765373129594,10.047082901000977,16.858675956726074,50.59141683578491,Haplic Phaeozems,-73.10365349343037,-98.75822394797582,356
paquete_nic_apante_2016_2_148,BRT 103-182,SJC 730-79,INTA Matagalpa,Matiguas,El Guabo,17168,-85.4445081,12.8273338,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),NA,Better,NA,Yield-(A/B/C),B,A,nic_apante_2016_2,Ap16,2017,commonbean,NIC,NA,NA,NA,NA,NA,63,21,24,19,28.33443864229766,27.851734427452463,18.95015665796346,18.831566579634504,0,0,9.12095502300135,9.384281984334198,0.15322862723419542,4,3,6,1,1,3.846780872344971,21.522804260253906,38.06803321838379,96.16952180862427,32.14506900410292,28.439071242073855,19.00883252517722,18.87596792241701,15,0,11.207071988064094,13.238888474449787,1.1565653007967243,11,2,4,1,0,1.5648365267391862,12.518434524536133,21.89002227783203,45.3802592754364,35.54061544199925,32.48747855277871,19.096609474076885,18.926322267810544,21,0,15.08985559759146,16.444005967922365,0.9016248609220512,14,1,1,0,0,0.3130891227722168,7.82722806930542,7.82722806930542,7.82722806930542,32.14506900410292,27.851734427452463,19.00883252517722,18.831566579634504,15,0,10.228450521841289,13.238888474449787,1.3415259208833403,11,3,10,2,1,2.62129224229742,21.522804260253906,38.06803321838379,141.54978108406067,35.54061544199925,27.851734427452463,19.096609474076885,18.831566579634504,37,0,11.631931567822907,16.444005967922365,2.5160777774954237,14,3,11,2,1,1.9654869625442906,21.522804260253906,38.06803321838379,149.3770091533661,Eutric Regosols,-72.61717429999999,-98.2718419,2
paquete_nic_apante_2016_2_149,INTA Rojo,INTA Centro Sur,INTA Ferroso,Matiguas,Muy Muy Viejo,17168,-85.4446203,12.8273137,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,NA,NA,Yield-(A/B/C),A,C,nic_apante_2016_2,Ap16,2017,commonbean,NIC,NA,NA,NA,NA,NA,63,21,24,19,28.33443864229766,27.851734427452463,18.95015665796346,18.831566579634504,0,0,9.12095502300135,9.384281984334198,0.15322862723419542,4,3,6,1,1,3.846780872344971,21.522804260253906,38.06803321838379,96.16952180862427,32.14506900410292,28.439071242073855,19.00883252517722,18.87596792241701,15,0,11.207071988064094,13.238888474449787,1.1565653007967243,11,2,4,1,0,1.5648365267391862,12.518434524536133,21.89002227783203,45.3802592754364,35.54061544199925,32.48747855277871,19.096609474076885,18.926322267810544,21,0,15.08985559759146,16.444005967922365,0.9016248609220512,14,1,1,0,0,0.3130891227722168,7.82722806930542,7.82722806930542,7.82722806930542,32.14506900410292,27.851734427452463,19.00883252517722,18.831566579634504,15,0,10.228450521841289,13.238888474449787,1.3415259208833403,11,3,10,2,1,2.62129224229742,21.522804260253906,38.06803321838379,141.54978108406067,35.54061544199925,27.851734427452463,19.096609474076885,18.831566579634504,37,0,11.631931567822907,16.444005967922365,2.5160777774954237,14,3,11,2,1,1.9654869625442906,21.522804260253906,38.06803321838379,149.3770091533661,Eutric Regosols,-72.61730659999999,-98.271934,2
paquete_nic_apante_2016_2_149,INTA Rojo,INTA Centro Sur,INTA Ferroso,Matiguas,Pancasan,17159,-85.47637939367813,12.819221782083334,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),B,C,nic_apante_2016_2,Ap16,2016,commonbean,NIC,NA,NA,NA,NA,NA,63,21,24,19,29.25755315180903,28.45207385303992,18.363487504662466,18.172017903767273,0,0,10.471104687305745,10.894065647146565,0.2035280596369282,8,2,3,2,0,2.687016849517822,18.214149475097656,28.575912475585938,67.17542123794556,32.255669526296174,29.373368146214123,18.856385676986218,18.383629242819882,17,0,11.816238477114037,13.399283849309956,0.836786893415128,11,1,3,1,1,1.8474824675198258,20.236677169799805,26.52829885482788,53.57699155807495,35.61344647519577,32.51247668780302,18.897101827676273,18.7935359940321,21,0,15.312186994902357,16.7163446475195,1.0217651294234358,7,1,3,0,0,0.8455520629882812,7.350299835205078,7.350299835205078,21.13880157470703,32.255669526296174,28.45207385303992,18.856385676986218,18.172017903767273,17,0,11.190624379807572,13.399283849309956,0.9125655869888971,11,3,7,3,1,2.4121847329316317,20.236677169799805,36.03386163711548,130.2579755783081,35.61344647519577,28.45207385303992,18.897101827676273,18.172017903767273,39,0,12.375789183140594,16.7163446475195,2.082816460814165,11,3,10,3,1,1.9920628572765149,20.236677169799805,36.03386163711548,151.39677715301514,Eutric Regosols,-72.6571576115948,-98.29560117576146,359
paquete_nic_apante_2016_2_150,INTA Sequia Fuerte,INTA Centro Sur,PM2 Don Rey,Matiguas,El Guabo,17154,-85.4447916,12.8272663,Overall_performance-(A/B/C),A,B,Overall_performance_VS_Local-(Best/Worse),NA,Better,NA,Yield-(A/B/C),A,C,nic_apante_2016_2,Ap16,2016,commonbean,NIC,NA,NA,NA,NA,NA,65,21,26,20,28.045501678478193,27.758888474449854,18.946150690041076,18.815751585229396,0,0,9.029953064776807,9.193002610966047,0.08014001577799855,8,2,2,1,1,3.1045754623413084,31.880685806274414,31.880685806274414,77.61438655853271,30.041245803804465,27.925643416635584,19.003797090637857,18.841637448713193,1,0,9.739919939255046,11.037448713166608,0.6107470803260374,11,3,4,1,1,2.288681457782614,21.522804260253906,38.06803321838379,66.3717622756958,33.51470719880639,30.308123834390127,19.00883252517722,18.87596792241701,21,0,12.912587698264621,14.527959716523625,1.0046392126569907,7,1,3,0,0,1.0427001094818116,8.6914215087890625,8.6914215087890625,26.067502737045288,30.041245803804465,27.758888474449854,19.003797090637857,18.815751585229396,1,0,9.40552722512718,11.037448713166608,0.5693662462522645,11,3,7,2,2,2.7766709239394576,31.880685806274414,38.06803321838379,149.9402298927307,33.51470719880639,27.758888474449854,19.00883252517722,18.815751585229396,23,0,10.411008728086498,14.527959716523625,1.734449531226247,11,3,11,2,2,2.3849696705215857,31.880685806274414,38.06803321838379,181.2576949596405,Eutric Regosols,-72.6175253,-98.27205790000001,354
paquete_nic_apante_2016_2_151,INTA Sequia Fuerte,SJC 730-79,INTA Precoz,Matiguas,Pancasan,17159,-85.47637939367813,12.819221782083334,Overall_performance-(A/B/C),C,B,Overall_performance_VS_Local-(Best/Worse),Better,Better,Worse,Yield-(A/B/C),A,B,nic_apante_2016_2,Ap16,2016,commonbean,NIC,NA,NA,NA,NA,NA,63,21,24,19,29.25755315180903,28.45207385303992,18.363487504662466,18.172017903767273,0,0,10.471104687305745,10.894065647146565,0.2035280596369282,8,2,3,2,0,2.687016849517822,18.214149475097656,28.575912475585938,67.17542123794556,32.255669526296174,29.373368146214123,18.856385676986218,18.383629242819882,17,0,11.816238477114037,13.399283849309956,0.836786893415128,11,1,3,1,1,1.8474824675198258,20.236677169799805,26.52829885482788,53.57699155807495,35.61344647519577,32.51247668780302,18.897101827676273,18.7935359940321,21,0,15.312186994902357,16.7163446475195,1.0217651294234358,7,1,3,0,0,0.8455520629882812,7.350299835205078,7.350299835205078,21.13880157470703,32.255669526296174,28.45207385303992,18.856385676986218,18.172017903767273,17,0,11.190624379807572,13.399283849309956,0.9125655869888971,11,3,7,3,1,2.4121847329316317,20.236677169799805,36.03386163711548,130.2579755783081,35.61344647519577,28.45207385303992,18.897101827676273,18.172017903767273,39,0,12.375789183140594,16.7163446475195,2.082816460814165,11,3,10,3,1,1.9920628572765149,20.236677169799805,36.03386163711548,151.39677715301514,Eutric Regosols,-72.6571576115948,-98.29560117576146,359
paquete_nic_apante_2016_2_151,INTA Sequia Fuerte,SJC 730-79,INTA Precoz,Matiguas,El Guabo,17151,-85.4443124,12.8273877,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),NA,Better,NA,Yield-(A/B/C),C,A,nic_apante_2016_2,Ap16,2016,commonbean,NIC,NA,NA,NA,NA,NA,66,21,26,20,28.045501678478193,27.686613204028372,18.946150690041076,18.810716150690045,0,0,9.0135011811513,9.193002610966047,0.0949452289991651,10,1,1,0,1,2.2562437057495117,31.880685806274414,31.880685806274414,56.40609264373779,29.640928757926154,27.851734427452463,18.996243938828815,18.831566579634504,0,0,9.539086827942642,10.644684819097339,0.4841523462967435,8,3,5,2,1,2.9184889793395996,21.522804260253906,38.06803321838379,84.63618040084839,33.00109287579255,29.907806788511696,19.00883252517722,18.87596792241701,20,0,12.436962398536366,14.044558000745887,0.9904987805568148,6,2,3,0,0,0.9396094799041748,8.6914215087890625,9.167826414108276,23.49023699760437,29.640928757926154,27.686613204028372,18.996243938828815,18.810716150690045,0,0,9.290890543517255,10.644684819097339,0.4427427215541216,10,3,7,2,2,2.7766709239394576,31.880685806274414,38.06803321838379,149.9402298927307,33.00109287579255,27.686613204028372,19.00883252517722,18.810716150690045,20,0,10.19158687057065,14.044558000745887,1.5554104571162066,11,3,10,2,2,2.281979827504409,31.880685806274414,38.06803321838379,173.43046689033508,Eutric Regosols,-72.6169247,-98.2717001,351
paquete_nic_apante_2016_2_152,ALS 0532-6,INTA Rojo,BRT 103-182,Jinotega,Los Robles,17149,-85.9996032714844,13.0955297207415,Overall_performance-(A/B/C),A,B,Overall_performance_VS_Local-(Best/Worse),Better,NA,NA,Yield-(A/B/C),C,A,nic_apante_2016_2,Ap16,2016,commonbean,NIC,NA,NA,NA,NA,NA,80,26,31,24,26.930753450205202,25.723785900783334,14.966792241700887,14.772864602760203,0,0,11.64557969663062,11.963961208504315,0.3037241564410203,21,1,0,1,0,0.44879241943359377,11.219810485839844,11.219810485839844,11.219810485839844,27.975923162998853,26.366449086161893,15.0286907870198,14.874699738903397,0,0,12.04502557681035,12.950757180156597,0.4535294949998655,6,2,5,2,0,2.0115359733844627,10.917839050292969,20.196843147277832,58.334543228149414,30.272700484893697,28.167269675494243,15.328769116001526,14.954669899291357,2,0,14.055586579279186,14.943931368892171,0.5228097349127233,7,1,3,0,0,0.7383102607727051,6.542810440063477,6.542810440063477,18.457756519317627,27.975923162998853,25.723785900783334,15.0286907870198,14.772864602760203,0,0,11.857864497195498,12.950757180156597,0.4332105605892534,21,2,5,3,0,1.2880435872960974,11.219810485839844,20.196843147277832,69.55435371398926,30.272700484893697,25.723785900783334,15.328769116001526,14.772864602760203,2,0,12.489208504289431,14.943931368892171,1.0917208586096026,21,2,8,3,0,1.1580540820171958,11.219810485839844,20.196843147277832,88.01211023330688,Eutric Regosols,-72.90407355074291,-99.0951329922259,349
